date,commodity,open,high,low,close,volume
2010-05-24,Wheat,473.75,476.0,466.0,467.5,32240
2010-05-25,Corn,369.0,370.25,362.5,364.25,122528
2010-05-25,Soybean,939.0,941.0,927.5,930.5,59077
2010-05-25,Wheat,465.5,466.75,456.25,460.5,41281
2010-05-26,Corn,367.25,372.0,366.25,371.5,97015
2010-05-26,Soybean,934.25,939.75,933.0,938.0,51696
2010-05-26,Wheat,462.75,472.0,459.0,461.75,49496
2010-05-27,Corn,369.5,373.75,368.25,373.25,97272
2010-05-27,Soybean,936.75,953.75,936.0,951.75,65148
2010-05-27,Wheat,460.5,473.5,458.0,467.75,30745
2010-05-28,Corn,372.0,373.0,358.25,359.0,150749
2010-05-28,Soybean,951.75,956.0,936.5,937.75,68360
2010-05-28,Wheat,468.5,473.5,456.5,457.75,66816
2010-06-01,Corn,358.75,361.0,353.0,354.0,137372
2010-06-01,Soybean,939.25,943.75,930.5,932.0,57229
2010-06-01,Wheat,457.75,461.25,448.75,450.75,47763
2010-06-02,Corn,354.25,357.5,347.75,348.5,127867
2010-06-02,Soybean,931.5,936.75,930.5,932.5,47760
2010-06-02,Wheat,450.0,454.5,442.0,442.5,61748
2010-06-03,Corn,349.0,351.5,344.5,349.5,141195
2010-06-03,Soybean,934.0,957.5,933.5,955.0,87817
2010-06-03,Wheat,443.5,448.0,440.5,441.75,51410
2010-06-04,Corn,350.0,350.75,339.75,340.0,139239
2010-06-04,Soybean,955.0,958.25,931.5,935.0,78812
2010-06-04,Wheat,442.5,444.25,435.25,435.75,54534
2010-06-07,Corn,340.75,341.0,335.5,335.75,140946
2010-06-07,Soybean,934.0,939.0,928.25,935.0,71789
2010-06-07,Wheat,435.25,438.5,431.25,432.25,47975
2010-06-08,Corn,336.5,340.25,335.0,337.25,171038
2010-06-08,Soybean,934.0,937.5,926.0,931.0,77801
2010-06-08,Wheat,432.25,436.5,431.25,432.25,57042
2010-06-09,Corn,338.0,341.25,336.5,338.25,144352
2010-06-09,Soybean,929.75,951.75,926.25,943.5,108439
2010-06-09,Wheat,432.75,436.0,425.5,428.0,62604
2010-06-10,Corn,338.0,348.0,336.0,343.25,161773
2010-06-10,Soybean,942.75,952.0,930.5,935.0,93353
2010-06-10,Wheat,428.0,437.5,426.75,433.25,62662
2010-06-11,Corn,343.25,349.75,342.75,349.5,106329
2010-06-11,Soybean,935.0,947.0,930.5,946.25,65189
2010-06-11,Wheat,433.0,449.0,427.5,440.75,92624
2010-06-14,Corn,349.0,354.5,348.5,353.75,112712
2010-06-14,Soybean,945.0,958.75,944.75,951.5,69139
2010-06-14,Wheat,442.75,454.75,441.75,451.5,72669
2010-06-15,Corn,352.0,355.0,350.75,353.75,99101
2010-06-15,Soybean,949.75,961.75,947.25,949.5,58688
2010-06-15,Wheat,451.0,456.25,445.25,451.75,41286
2010-06-16,Corn,353.5,360.5,352.75,356.25,117993
2010-06-16,Soybean,949.5,961.75,949.0,957.75,47071
2010-06-16,Wheat,451.5,468.0,451.0,461.25,70631
2010-06-17,Corn,356.25,360.0,354.25,357.5,101835
2010-06-17,Soybean,957.0,964.0,951.0,952.0,53904
2010-06-17,Wheat,461.0,465.5,453.5,462.75,51215
2010-06-18,Corn,356.75,364.25,355.75,360.75,116128
2010-06-18,Soybean,953.5,961.25,952.5,961.0,48574
2010-06-18,Wheat,462.5,470.0,458.75,461.75,51060
2010-06-21,Corn,363.0,367.25,351.25,355.0,149983
2010-06-21,Soybean,965.25,971.5,958.75,963.25,48323
2010-06-21,Wheat,462.75,469.25,455.25,462.0,42360
2010-06-22,Corn,355.0,356.25,348.25,351.5,106443
2010-06-22,Soybean,963.25,970.0,961.75,965.5,37116
2010-06-22,Wheat,461.25,463.75,455.75,460.75,28367
2010-06-23,Corn,351.25,351.75,345.75,346.5,100134
2010-06-23,Soybean,964.25,966.25,957.0,958.0,44664
2010-06-23,Wheat,459.75,468.5,458.25,462.25,39445
2010-06-24,Corn,346.5,348.75,342.25,344.75,125609
2010-06-24,Soybean,958.0,965.0,955.25,955.5,36751
2010-06-24,Wheat,461.25,470.0,461.0,463.0,32322
2010-06-25,Corn,344.75,346.25,339.5,340.5,102191
2010-06-25,Soybean,956.0,960.75,955.0,957.0,33554
2010-06-25,Wheat,462.75,464.75,455.25,456.25,24162
2010-06-28,Corn,339.5,339.75,332.0,333.75,123243
2010-06-28,Soybean,958.25,961.0,953.25,955.0,48179
2010-06-28,Wheat,455.5,455.5,444.0,449.5,32821
2010-06-29,Corn,333.5,334.5,324.5,325.0,116715
2010-06-29,Soybean,957.5,961.0,946.0,947.25,36315
2010-06-29,Wheat,448.25,448.5,440.0,442.0,25205
2010-06-30,Corn,325.25,358.0,325.0,354.25,65209
2010-06-30,Soybean,948.5,973.0,945.0,948.5,12654
2010-06-30,Wheat,441.5,477.25,441.5,464.75,17201
2010-07-01,Corn,354.0,367.25,351.5,365.5,17351
2010-07-01,Soybean,948.5,954.25,943.25,953.5,7003
2010-07-01,Wheat,464.25,486.0,461.0,484.0,9964
2010-07-02,Corn,363.5,366.25,361.5,364.0,19278
2010-07-02,Soybean,951.0,967.25,950.5,962.75,5497
2010-07-02,Wheat,482.5,492.0,481.25,487.75,6254
2010-07-06,Corn,362.25,371.25,359.25,360.0,17886
2010-07-06,Soybean,962.5,976.25,959.5,964.25,2499
2010-07-06,Wheat,487.75,511.0,487.75,492.75,5525
2010-07-07,Corn,360.0,371.25,359.75,370.75,8953
2010-07-07,Soybean,964.0,994.5,964.0,993.0,4037
2010-07-07,Wheat,492.0,517.0,492.0,515.75,4025
2010-07-08,Corn,370.75,378.5,370.0,377.5,7471
2010-07-08,Soybean,989.5,1022.25,987.75,1012.5,2660
2010-07-08,Wheat,515.0,534.5,510.0,534.0,3901
2010-07-09,Corn,375.75,378.0,374.25,375.25,7015
2010-07-09,Soybean,1012.5,1030.0,1010.75,1025.5,2387
2010-07-09,Wheat,529.75,529.75,519.75,523.5,2714
2010-07-12,Corn,375.0,376.5,370.0,371.25,6507
2010-07-12,Soybean,1024.75,1043.0,1017.5,1031.75,1476
2010-07-12,Wheat,523.5,524.5,520.0,521.25,1659
2010-07-13,Corn,369.5,374.25,366.0,366.75,4930
2010-07-13,Soybean,1034.0,1040.5,1026.5,1030.5,1519
2010-07-13,Wheat,520.0,536.75,520.0,535.75,332
2010-07-14,Corn,366.0,376.75,365.75,375.25,70640
2010-07-14,Soybean,1030.5,1038.5,1025.75,1036.0,29398
2010-07-14,Wheat,534.5,553.25,533.5,548.25,59964
2010-07-15,Corn,383.5,397.75,383.0,392.5,87390
2010-07-15,Soybean,995.75,1021.75,989.0,1019.0,36600
2010-07-15,Wheat,556.75,598.5,555.5,596.25,93931
2010-07-16,Corn,391.25,395.75,387.5,394.75,69731
2010-07-16,Soybean,1018.0,1027.0,1013.0,1019.5,22257
2010-07-16,Wheat,595.5,597.75,578.75,587.25,69220
2010-07-19,Corn,386.25,391.25,376.75,381.5,72718
2010-07-19,Soybean,1007.25,1022.25,1003.5,1008.0,26417
2010-07-19,Wheat,582.5,597.75,575.25,582.25,51738
2010-07-20,Corn,379.75,380.25,373.25,374.0,64362
2010-07-20,Soybean,1006.75,1014.25,998.5,1011.75,20147
2010-07-20,Wheat,580.5,581.0,572.75,577.0,37416
2010-07-21,Corn,374.0,381.5,373.25,379.75,47803
2010-07-21,Soybean,1012.0,1020.0,1007.5,1015.25,19617
2010-07-21,Wheat,577.0,594.0,574.0,588.25,48904
2010-07-22,Corn,379.0,387.0,374.0,376.5,68229
2010-07-22,Soybean,1013.5,1026.0,1008.75,1016.0,24284
2010-07-22,Wheat,587.0,610.0,583.75,596.5,62992
2010-07-23,Corn,375.25,379.5,369.75,371.25,58696
2010-07-23,Soybean,1015.25,1022.0,1012.0,1017.0,16530
2010-07-23,Wheat,596.0,603.75,593.25,596.25,35816
2010-07-26,Corn,369.0,371.75,361.75,364.0,75192
2010-07-26,Soybean,1014.0,1015.5,994.25,998.25,23565
2010-07-26,Wheat,596.25,596.25,584.5,589.5,30102
2010-07-27,Corn,363.5,369.5,362.0,362.75,48460
2010-07-27,Soybean,997.5,1005.0,994.5,998.0,24867
2010-07-27,Wheat,587.0,604.0,582.5,595.0,52862
2010-07-28,Corn,362.75,379.5,362.25,376.25,75851
2010-07-28,Soybean,998.0,1015.0,997.75,1010.5,26787
2010-07-28,Wheat,593.0,623.25,592.0,615.5,61593
2010-07-29,Corn,376.0,385.5,375.5,379.25,76118
2010-07-29,Soybean,1012.5,1028.25,1011.5,1026.75,24245
2010-07-29,Wheat,615.25,632.0,613.0,627.5,57886
2010-07-30,Corn,378.5,393.0,378.25,392.75,91621
2010-07-30,Soybean,1026.25,1054.75,1026.25,1052.5,10588
2010-07-30,Wheat,626.25,663.0,625.75,661.5,80164
2010-08-02,Corn,391.5,404.25,389.25,390.5,96441
2010-08-02,Soybean,1051.75,1073.0,1049.0,1053.25,4855
2010-08-02,Wheat,660.0,711.25,657.0,693.25,115906
2010-08-03,Corn,390.0,394.5,385.25,389.5,58900
2010-08-03,Soybean,1051.0,1054.0,1037.5,1053.5,3978
2010-08-03,Wheat,692.0,697.5,674.75,680.0,66221
2010-08-04,Corn,388.75,402.0,387.5,400.25,69440
2010-08-04,Soybean,1048.0,1065.75,1048.0,1053.0,2210
2010-08-04,Wheat,680.0,732.0,678.25,725.75,91773
2010-08-05,Corn,398.75,425.0,395.5,403.5,136368
2010-08-05,Soybean,1054.0,1080.0,1045.5,1055.0,1490
2010-08-05,Wheat,726.25,785.75,724.0,785.75,88514
2010-08-06,Corn,401.25,408.25,392.0,405.0,99928
2010-08-06,Soybean,1052.25,1061.25,1046.5,1059.0,754
2010-08-06,Wheat,788.25,841.0,725.75,725.75,126816
2010-08-09,Corn,402.75,411.0,401.0,403.0,97009
2010-08-09,Soybean,1057.75,1067.0,1046.75,1048.5,1337
2010-08-09,Wheat,710.75,738.25,684.5,712.5,131546
2010-08-10,Corn,402.5,402.75,392.75,393.5,92894
2010-08-10,Soybean,1047.0,1047.0,1033.75,1036.25,1669
2010-08-10,Wheat,713.0,718.25,690.0,694.75,99701
2010-08-11,Corn,393.5,400.5,390.5,395.5,115740
2010-08-11,Soybean,1038.0,1053.0,1035.0,1044.5,794
2010-08-11,Wheat,695.0,709.5,680.5,694.75,90223
2010-08-12,Corn,394.75,414.0,394.75,406.25,135452
2010-08-12,Soybean,1049.5,1063.5,1038.0,1057.0,604
2010-08-12,Wheat,695.0,734.5,689.0,713.0,78265
2010-08-13,Corn,406.0,413.75,406.0,411.75,59859
2010-08-13,Soybean,1075.0,1079.0,1052.75,1052.0,6509
2010-08-13,Wheat,710.0,724.75,700.25,702.5,40717
2010-08-16,Corn,409.0,417.5,405.75,407.25,51487
2010-08-16,Soybean,1042.25,1050.25,1031.25,1034.0,5877
2010-08-16,Wheat,700.0,709.0,655.75,663.75,53329
2010-08-17,Corn,407.0,416.25,406.25,414.75,87596
2010-08-17,Soybean,1029.5,1047.75,1029.5,1045.25,8048
2010-08-17,Wheat,664.75,676.75,649.75,651.0,41916
2010-08-18,Corn,414.0,419.75,409.0,418.5,72344
2010-08-18,Soybean,1044.75,1049.0,1026.25,1035.25,7520
2010-08-18,Wheat,652.75,665.0,645.0,656.0,22493
2010-08-19,Corn,417.5,422.75,411.25,414.25,62710
2010-08-19,Soybean,1035.0,1043.75,1012.5,1016.75,9681
2010-08-19,Wheat,657.0,700.0,657.0,681.25,32289
2010-08-20,Corn,414.0,422.0,409.0,421.25,57238
2010-08-20,Soybean,1017.0,1019.25,1005.75,1009.25,4686
2010-08-20,Wheat,685.0,695.75,670.0,679.0,15341
2010-08-23,Corn,420.0,422.25,415.0,417.25,57138
2010-08-23,Soybean,1009.0,1016.5,1003.0,1007.0,7370
2010-08-23,Wheat,679.0,697.0,677.25,692.25,15224
2010-08-24,Corn,416.0,416.0,399.75,405.25,90835
2010-08-24,Soybean,1007.0,1009.75,995.0,999.5,8683
2010-08-24,Wheat,691.5,693.0,668.25,674.75,22088
2010-08-25,Corn,404.75,408.75,400.25,404.75,48914
2010-08-25,Soybean,999.25,1005.75,994.25,1000.0,8004
2010-08-25,Wheat,674.75,682.75,646.5,647.75,21858
2010-08-26,Corn,405.0,419.75,405.0,416.5,78744
2010-08-26,Soybean,1000.5,1014.0,1000.5,1013.0,13174
2010-08-26,Wheat,650.25,665.25,649.75,656.5,15760
2010-08-27,Corn,416.0,425.0,416.0,421.0,79140
2010-08-27,Soybean,1013.25,1024.75,1013.25,1022.0,12416
2010-08-27,Wheat,657.5,673.25,655.0,662.5,13926
2010-08-30,Corn,423.25,429.25,422.75,425.5,104483
2010-08-30,Soybean,1024.25,1029.0,1016.0,1018.0,7947
2010-08-30,Wheat,666.0,695.25,665.5,671.25,25897
2010-08-31,Corn,424.75,429.5,416.25,424.5,52358
2010-08-31,Soybean,1015.0,1024.25,1005.0,1008.0,4596
2010-08-31,Wheat,667.0,679.75,650.5,652.5,16752
2010-09-01,Corn,424.75,432.75,423.25,432.25,23058
2010-09-01,Soybean,1008.75,1015.25,1003.75,1004.5,1029
2010-09-01,Wheat,654.25,678.25,653.0,675.5,11173
2010-09-02,Corn,432.25,433.25,428.5,433.0,22155
2010-09-02,Soybean,1005.75,1007.5,999.5,1007.5,611
2010-09-02,Wheat,680.75,687.0,680.5,680.75,7239
2010-09-03,Corn,432.5,452.0,430.75,449.75,22227
2010-09-03,Soybean,1008.5,1030.0,1008.0,1029.75,798
2010-09-03,Wheat,682.0,709.25,682.0,708.25,4793
2010-09-07,Corn,449.75,459.0,443.25,451.5,16446
2010-09-07,Soybean,1031.25,1040.75,1024.75,1043.75,823
2010-09-07,Wheat,711.25,713.0,696.0,702.5,4238
2010-09-08,Corn,450.75,453.0,447.0,447.5,12495
2010-09-08,Soybean,1041.0,1049.0,1040.25,1041.25,412
2010-09-08,Wheat,701.75,702.0,678.0,678.75,3450
2010-09-09,Corn,447.75,456.25,445.0,456.25,10735
2010-09-09,Soybean,1036.25,1039.75,1030.75,1037.75,354
2010-09-09,Wheat,683.75,707.25,683.0,706.75,2133
2010-09-10,Corn,456.0,465.5,448.25,464.0,9982
2010-09-10,Soybean,1025.0,1031.0,1022.25,1023.5,396
2010-09-10,Wheat,704.0,708.5,690.25,704.75,2842
2010-09-13,Corn,463.25,471.75,462.5,469.25,7972
2010-09-13,Soybean,1021.0,1031.0,1018.75,1025.25,699
2010-09-13,Wheat,705.75,722.0,705.75,713.75,1789
2010-09-14,Corn,470.0,481.5,466.5,478.0,206323
2010-09-14,Soybean,1026.75,1030.5,1018.25,1025.0,70449
2010-09-14,Wheat,708.25,709.0,701.5,704.5,44074
2010-09-15,Corn,494.0,498.5,491.75,495.25,154188
2010-09-15,Soybean,1035.0,1045.0,1034.25,1042.5,57340
2010-09-15,Wheat,735.75,744.25,723.0,726.75,44548
2010-09-16,Corn,495.0,497.5,489.5,496.0,161285
2010-09-16,Soybean,1043.0,1046.5,1033.0,1036.25,53363
2010-09-16,Wheat,728.25,737.75,711.5,719.25,45246
2010-09-17,Corn,497.0,517.25,496.5,513.25,263306
2010-09-17,Soybean,1036.75,1072.0,1036.75,1069.0,108643
2010-09-17,Wheat,725.5,743.0,723.0,739.25,41536
2010-09-20,Corn,513.25,523.75,507.75,508.25,228169
2010-09-20,Soybean,1069.0,1099.5,1068.25,1084.5,110019
2010-09-20,Wheat,738.5,757.0,729.0,731.75,38596
2010-09-21,Corn,507.5,517.25,503.5,505.25,187400
2010-09-21,Soybean,1083.75,1093.75,1079.25,1080.0,81117
2010-09-21,Wheat,728.75,734.0,716.5,718.0,36945
2010-09-22,Corn,504.5,512.0,500.25,505.0,187576
2010-09-22,Soybean,1080.0,1092.75,1079.5,1088.5,68667
2010-09-22,Wheat,721.0,732.0,713.5,719.75,37375
2010-09-23,Corn,506.25,507.0,495.25,499.25,192998
2010-09-23,Soybean,1091.0,1098.25,1079.5,1093.5,77455
2010-09-23,Wheat,720.5,722.0,693.0,697.25,52999
2010-09-24,Corn,498.75,523.5,496.5,521.75,201964
2010-09-24,Soybean,1093.0,1128.25,1090.0,1126.0,114040
2010-09-24,Wheat,701.25,723.0,697.5,720.0,51154
2010-09-27,Corn,522.0,528.75,511.25,512.75,176759
2010-09-27,Soybean,1126.0,1144.0,1122.0,1128.5,99884
2010-09-27,Wheat,722.0,731.0,702.0,706.5,37631
2010-09-28,Corn,512.0,513.5,499.5,500.0,151856
2010-09-28,Soybean,1127.0,1135.5,1105.5,1110.0,81866
2010-09-28,Wheat,705.0,707.75,684.5,684.75,46561
2010-09-29,Corn,500.0,506.0,486.0,505.0,209526
2010-09-29,Soybean,1108.0,1110.25,1083.5,1099.0,104151
2010-09-29,Wheat,685.25,688.25,663.25,683.5,57177
2010-09-30,Corn,505.0,508.25,478.5,495.75,307752
2010-09-30,Soybean,1098.75,1109.75,1082.25,1106.75,105038
2010-09-30,Wheat,685.75,686.0,651.0,674.0,75444
2010-10-01,Corn,494.75,494.75,465.75,465.75,304420
2010-10-01,Soybean,1105.5,1106.5,1055.0,1057.0,157685
2010-10-01,Wheat,674.0,678.25,646.5,655.0,56388
2010-10-04,Corn,460.5,473.75,454.25,471.5,217559
2010-10-04,Soybean,1055.0,1061.5,1042.0,1054.0,114014
2010-10-04,Wheat,650.0,655.75,643.5,647.25,38228
2010-10-05,Corn,471.25,493.5,464.75,491.0,213718
2010-10-05,Soybean,1053.75,1077.75,1049.75,1071.75,96028
2010-10-05,Wheat,647.75,667.75,644.0,663.5,48567
2010-10-06,Corn,491.0,496.0,487.25,488.5,136692
2010-10-06,Soybean,1070.0,1075.25,1061.5,1062.0,68872
2010-10-06,Wheat,664.25,673.25,655.0,658.25,29587
2010-10-07,Corn,488.25,502.5,487.75,498.25,205680
2010-10-07,Soybean,1061.75,1074.5,1061.0,1065.0,106692
2010-10-07,Wheat,658.0,676.25,656.5,659.25,36542
2010-10-08,Corn,497.75,528.25,496.0,528.25,85717
2010-10-08,Soybean,1064.0,1135.0,1062.0,1135.0,51463
2010-10-08,Wheat,660.75,719.25,657.0,719.25,41711
2010-10-11,Corn,573.25,573.25,555.0,555.75,275238
2010-10-11,Soybean,1155.0,1188.75,1150.75,1152.5,205354
2010-10-11,Wheat,737.5,739.75,703.0,709.25,61235
2010-10-12,Corn,555.0,584.25,554.5,579.0,284555
2010-10-12,Soybean,1154.0,1185.75,1154.0,1178.5,140947
2010-10-12,Wheat,708.25,719.75,703.0,710.0,44605
2010-10-13,Corn,578.0,588.0,565.5,569.25,247192
2010-10-13,Soybean,1177.5,1194.5,1172.0,1176.5,153311
2010-10-13,Wheat,712.0,722.25,695.0,702.75,50559
2010-10-14,Corn,569.0,579.75,565.75,567.25,189203
2010-10-14,Soybean,1176.5,1194.5,1176.0,1188.5,115964
2010-10-14,Wheat,702.0,712.25,697.5,700.75,40266
2010-10-15,Corn,568.0,575.0,562.0,563.0,160433
2010-10-15,Soybean,1189.0,1204.25,1183.5,1185.0,98889
2010-10-15,Wheat,702.0,713.75,695.0,704.5,49322
2010-10-18,Corn,561.5,563.0,553.0,557.25,146179
2010-10-18,Soybean,1182.0,1188.0,1175.0,1184.0,109140
2010-10-18,Wheat,701.75,709.0,687.25,690.0,41689
2010-10-19,Corn,557.25,562.0,542.75,546.0,232701
2010-10-19,Soybean,1184.25,1195.0,1165.5,1180.0,122594
2010-10-19,Wheat,691.0,696.5,668.25,671.5,49092
2010-10-20,Corn,546.0,576.0,544.0,573.5,222193
2010-10-20,Soybean,1178.0,1214.0,1173.75,1212.0,129209
2010-10-20,Wheat,673.5,687.75,673.5,683.0,36051
2010-10-21,Corn,573.0,579.5,561.75,564.25,187133
2010-10-21,Soybean,1212.0,1223.5,1201.5,1201.5,118179
2010-10-21,Wheat,683.0,692.25,667.0,668.75,33133
2010-10-22,Corn,564.0,571.0,559.5,560.0,142067
2010-10-22,Soybean,1203.0,1212.5,1198.75,1199.5,109086
2010-10-22,Wheat,670.25,676.0,665.0,670.75,29604
2010-10-25,Corn,561.0,575.5,560.5,568.75,149493
2010-10-25,Soybean,1202.5,1223.5,1199.0,1217.75,123174
2010-10-25,Wheat,669.25,686.0,669.0,674.0,35789
2010-10-26,Corn,567.0,577.25,562.0,571.0,173453
2010-10-26,Soybean,1217.0,1224.0,1208.5,1219.0,97376
2010-10-26,Wheat,674.0,699.0,670.5,692.0,61650
2010-10-27,Corn,571.75,579.0,561.5,577.25,176337
2010-10-27,Soybean,1221.75,1229.0,1199.0,1223.75,98133
2010-10-27,Wheat,694.5,707.5,686.5,702.75,49922
2010-10-28,Corn,576.0,585.25,575.25,579.0,187624
2010-10-28,Soybean,1222.75,1236.75,1218.0,1225.0,87273
2010-10-28,Wheat,702.75,721.75,700.5,718.25,60694
2010-10-29,Corn,579.0,583.0,571.0,582.0,130063
2010-10-29,Soybean,1224.25,1227.0,1214.25,1226.0,33951
2010-10-29,Wheat,719.75,725.0,711.25,717.25,57385
2010-11-01,Corn,585.0,590.75,572.0,577.25,163197
2010-11-01,Soybean,1230.25,1236.5,1218.5,1225.25,18885
2010-11-01,Wheat,724.5,728.0,701.25,702.5,59548
2010-11-02,Corn,577.75,583.0,572.25,575.75,178280
2010-11-02,Soybean,1225.25,1232.5,1220.75,1223.75,14956
2010-11-02,Wheat,704.0,712.25,692.5,694.25,58450
2010-11-03,Corn,576.25,582.25,568.75,581.0,203281
2010-11-03,Soybean,1225.25,1230.0,1212.5,1227.5,7493
2010-11-03,Wheat,696.5,699.5,680.5,690.25,57253
2010-11-04,Corn,581.0,595.75,580.5,590.0,193299
2010-11-04,Soybean,1230.5,1268.0,1229.0,1264.75,6964
2010-11-04,Wheat,695.25,719.5,692.75,713.75,57185
2010-11-05,Corn,590.0,591.75,583.0,587.75,193299
2010-11-05,Soybean,1264.75,1277.0,1261.0,1273.5,6964
2010-11-05,Wheat,715.75,731.5,705.0,728.75,57185
2010-11-08,Corn,587.5,592.0,584.5,585.25,181957
2010-11-08,Soybean,1273.75,1278.5,1263.75,1264.5,3870
2010-11-08,Wheat,730.0,739.0,721.0,736.25,66262
2010-11-09,Corn,585.5,605.0,571.0,576.25,368624
2010-11-09,Soybean,1263.5,1333.75,1262.0,1319.25,5980
2010-11-09,Wheat,737.5,760.75,717.25,721.75,88653
2010-11-10,Corn,575.0,580.25,565.0,566.75,234149
2010-11-10,Soybean,1315.25,1319.5,1305.0,1309.5,4055
2010-11-10,Wheat,721.25,723.5,695.0,710.0,68570
2010-11-11,Corn,567.0,574.25,557.5,564.0,240557
2010-11-11,Soybean,1311.75,1332.5,1309.0,1330.25,1540
2010-11-11,Wheat,707.25,723.0,701.75,704.0,73514
2010-11-12,Corn,564.0,566.5,534.0,534.0,270071
2010-11-12,Soybean,1335.0,1337.75,1260.0,1263.0,158446
2010-11-12,Wheat,704.25,710.75,661.25,669.25,101953
2010-11-15,Corn,541.75,567.0,539.0,555.5,209834
2010-11-15,Soybean,1266.0,1307.5,1252.25,1286.5,122807
2010-11-15,Wheat,673.5,685.0,667.5,672.75,58751
2010-11-16,Corn,555.0,556.25,525.5,526.5,265132
2010-11-16,Soybean,1286.25,1289.75,1216.5,1219.75,154393
2010-11-16,Wheat,671.0,674.0,624.25,626.25,95326
2010-11-17,Corn,527.5,536.0,509.0,525.75,239339
2010-11-17,Soybean,1221.25,1232.5,1175.25,1205.0,130907
2010-11-17,Wheat,627.5,647.0,617.75,632.5,75379
2010-11-18,Corn,527.0,546.5,526.0,541.75,152125
2010-11-18,Soybean,1208.75,1245.5,1193.75,1242.0,92815
2010-11-18,Wheat,633.75,657.25,633.25,645.25,35504
2010-11-19,Corn,542.75,548.25,518.5,520.75,197574
2010-11-19,Soybean,1244.0,1256.0,1200.5,1201.5,109606
2010-11-19,Wheat,649.75,657.75,636.25,644.5,44383
2010-11-22,Corn,515.25,532.25,511.75,515.25,215864
2010-11-22,Soybean,1196.0,1223.0,1190.0,1221.5,90552
2010-11-22,Wheat,643.75,653.0,639.0,645.5,30081
2010-11-23,Corn,518.5,531.5,506.25,528.5,216145
2010-11-23,Soybean,1225.0,1246.5,1201.5,1239.0,109152
2010-11-23,Wheat,647.25,652.25,634.5,642.0,40267
2010-11-24,Corn,528.5,539.5,528.5,538.75,145624
2010-11-24,Soybean,1241.25,1258.25,1237.0,1255.0,73060
2010-11-24,Wheat,645.0,656.0,642.25,647.5,29482
2010-11-26,Corn,540.0,543.5,530.75,538.25,91560
2010-11-26,Soybean,1257.25,1262.25,1235.75,1238.5,45484
2010-11-26,Wheat,647.5,654.25,645.5,648.25,31350
2010-11-29,Corn,542.5,545.0,535.25,538.25,173312
2010-11-29,Soybean,1240.0,1248.5,1226.5,1235.0,79168
2010-11-29,Wheat,649.25,662.0,647.0,650.25,52156
2010-11-30,Corn,539.0,541.0,529.5,530.0,57505
2010-11-30,Soybean,1238.0,1247.25,1227.75,1243.0,70192
2010-11-30,Wheat,651.25,657.0,645.0,650.25,18191
2010-12-01,Corn,530.75,552.75,529.0,551.75,49513
2010-12-01,Soybean,1243.0,1284.0,1240.25,1283.0,100564
2010-12-01,Wheat,653.0,702.25,650.5,697.5,10560
2010-12-02,Corn,550.0,553.25,540.5,540.75,36142
2010-12-02,Soybean,1282.0,1287.0,1273.75,1279.75,87542
2010-12-02,Wheat,702.0,725.0,693.75,706.5,4391
2010-12-03,Corn,541.0,559.25,541.0,559.0,23743
2010-12-03,Soybean,1278.0,1301.5,1274.0,1300.25,113968
2010-12-03,Wheat,714.25,737.0,714.25,738.0,2677
2010-12-06,Corn,559.0,560.5,548.0,553.75,24310
2010-12-06,Soybean,1304.0,1306.75,1280.25,1288.5,107989
2010-12-06,Wheat,747.75,753.75,739.0,752.0,1377
2010-12-07,Corn,554.25,561.5,542.75,547.25,18136
2010-12-07,Soybean,1288.5,1303.25,1282.25,1285.5,121753
2010-12-07,Wheat,760.75,761.5,736.75,743.0,1021
2010-12-08,Corn,547.0,559.75,538.75,559.5,14866
2010-12-08,Soybean,1283.0,1296.5,1266.5,1296.0,112131
2010-12-08,Wheat,733.0,750.0,725.75,742.0,575
2010-12-09,Corn,559.5,564.25,554.5,560.25,12495
2010-12-09,Soybean,1296.0,1299.0,1278.25,1281.5,78572
2010-12-09,Wheat,743.25,749.25,742.0,748.25,105
2010-12-10,Corn,562.0,565.25,553.75,560.25,11105
2010-12-10,Soybean,1283.25,1288.5,1267.75,1273.0,102141
2010-12-10,Wheat,743.5,751.0,738.75,735.5,94
2010-12-13,Corn,561.0,576.0,555.75,575.25,5973
2010-12-13,Soybean,1269.5,1304.75,1257.0,1302.5,106042
2010-12-13,Wheat,743.0,743.0,736.5,740.25,105
2010-12-14,Corn,573.75,578.25,571.5,574.5,103096
2010-12-14,Soybean,1300.0,1311.25,1292.5,1296.0,91214
2010-12-14,Wheat,740.75,740.75,720.0,721.0,46314
2010-12-15,Corn,586.0,594.5,580.0,584.25,128396
2010-12-15,Soybean,1293.0,1314.75,1290.75,1296.5,132344
2010-12-15,Wheat,761.0,776.5,759.75,764.75,41111
2010-12-16,Corn,583.25,590.0,581.5,587.5,87439
2010-12-16,Soybean,1295.5,1303.75,1285.0,1289.0,96341
2010-12-16,Wheat,764.0,766.75,746.0,749.75,30866
2010-12-17,Corn,587.0,599.0,585.5,596.5,113487
2010-12-17,Soybean,1288.75,1300.0,1283.5,1298.75,83684
2010-12-17,Wheat,752.75,758.0,742.0,756.75,23922
2010-12-20,Corn,597.0,604.0,596.5,599.5,93069
2010-12-20,Soybean,1302.75,1318.0,1295.5,1315.25,88360
2010-12-20,Wheat,760.5,776.5,759.5,769.5,26319
2010-12-21,Corn,599.0,604.0,598.0,602.25,75074
2010-12-21,Soybean,1315.25,1328.0,1311.5,1326.25,84123
